name,출전
孝友村,호구총수
孝友洞,역지사지LV3
孝友洞里,호구총수
孝友里,호구총수
孝地洞,호구총수
孝子味北村,호구총수
孝子味南村,호구총수
孝子山洞內,호구총수
孝子新里,호구총수
孝子菴山,여지도서
孝子里,호구총수
孝子門里,호구총수
孝家里院,군현역원
孝實里,호구총수
孝巖里,호구총수
孝川部曲,특수구역
孝德里,호구총수
孝悌村,호구총수
孝悌洞,호구총수
孝旨山里,호구총수
孝村里,호구총수
孝東,역지사지LV3
孝東面,호구총수
孝林里,호구총수
孝橋龍洞,호구총수
孝池,역지사지LV3
孝池里,호구총수
孝泉,역지사지LV3
孝洞里,호구총수
孝浦里,호구총수
孝澗里,호구총수
孝睦洞,호구총수
孝禮村,호구총수
孝竹,호구총수
孝縣內,역지사지LV3
孝縣內面,호구총수
孝訪洞,호구총수
孝誼里,호구총수
孝谷里,호구총수
孝道里,호구총수
孝酒幕里,호구총수
孝門里,호구총수
孝陽院,군현역원
孝靈,역지사지LV3
孝靈縣,특수구역
孝養山,여지도서
孝龍洞,호구총수
孟上里,호구총수
孟下里,호구총수
孟中里,호구총수
孟仙里,호구총수
孟坪里,호구총수
孟城,호구총수
孟堂,호구총수
孟天里,호구총수
孟子亭,호구총수
孟子洞,호구총수
孟山,군현역원·역지사지LV3
孟山洞,호구총수
孟川,여지도서
孟州,군현역원
孟州里,호구총수
孟方,호구총수
孟泉里,호구총수
孟洞,역지사지LV3·호구총수
孟洞里,호구총수
孟洞面,호구총수
孟津浦,여지도서
孟津里,호구총수
孟谷里,호구총수
孟邑,특수구역
孟邑里,호구총수
孟骨島,호구총수
孤山,군현역원·여지도서·역지사지LV3
孤山洞內,호구총수
孤山臺,여지도서
孤山里,호구총수
孤島,역지사지LV3
孤島山,역지사지LV3
孤島山坊,호구총수
孤島江,신증동국여지승람
孤村,호구총수
孤松里,호구총수
孤柳洞里,호구총수
孤根山,여지도서
孤橋里,호구총수
孤竹洞,호구총수
孤雲山,여지도서
孫二洞里,호구총수
孫以安里,호구총수
孫佛,역지사지LV3
孫佛面,호구총수
孫全項里,호구총수
孫利,특수구역
孫利鄕,특수구역
孫吾洞村,호구총수
孫子山,여지도서
孫山津里,호구총수
孫山里,호구총수
孫廳灘,여지도서
孫木浦里,호구총수
孫栗川里,호구총수
孫梁村,호구총수
孫梁里,호구총수
孫氏村,호구총수
孫洞,역지사지LV3
孫洞里,호구총수
孫洞面,호구총수
孫福同契,호구총수
孫谷村,호구총수
孫谷里,호구총수
孫里,호구총수
孫馬,호구총수
學堂村,호구총수
學堂浦,여지도서
學堂里,호구총수
學士,호구총수
學士臺,여지도서
學田里,호구총수
宅前里,호구총수
宅定,역지사지LV3
宅定面,호구총수
宅巖里,호구총수
宅於奄里,호구총수
宅村,호구총수
宅村里,호구총수
宅村閭,호구총수
宅洞,호구총수
宅田里,호구총수
宅里,호구총수
宅里村,호구총수
宇子洞,호구총수
守亭,호구총수
守令洞,호구총수
守分里,호구총수
守北,역지사지LV3
守北里,호구총수
守坐洞,호구총수
守坪里,호구총수
守城洞里,호구총수
守太,특수구역
守太所,특수구역
守安山,여지도서
守安廢郡,특수구역
守屯里,호구총수
守山,군현역원·특수구역
守山津,여지도서
守山縣,특수구역
守山里,호구총수
守巖,호구총수
守念,역지사지LV3
守念面,호구총수
守杜,역지사지LV3
守杜面,호구총수
守東,역지사지LV3
守東面,호구총수
守正村,호구총수
守正里,호구총수
守約,호구총수
守縣內,역지사지LV3
守縣內面,호구총수
守道,특수구역
守道鄕,특수구역
安丁里,호구총수
安上,역지사지LV3
安上里,호구총수
安下,역지사지LV3
安下里,호구총수
安世里,호구총수
安之洞,호구총수
安乙里,호구총수
安井里,호구총수
安亭閭,호구총수
安仁,군현역원·역지사지LV3
安仁山直里,호구총수
安仁廢縣,특수구역
安仁洞,호구총수
安仁洞里,호구총수
安仁津里,호구총수
安仁浦,여지도서
安仁里,호구총수
安仁面,호구총수
安仁驛里,호구총수
安仲,역지사지LV3
安仲面,호구총수
安住,역지사지LV3
安住面,호구총수
安佐,역지사지LV3
安佳,역지사지LV3
安保,군현역원
安保鄕,특수구역
安保里,호구총수
安信,군현역원
安信里,호구총수
安偃,군현역원
安儀音洞,호구총수
安內,역지사지LV3
安內面,호구총수
安利,군현역원
安則谷,특수구역
安加里,호구총수
安化里,호구총수
安南,역지사지LV3
安南面,호구총수
安原,역지사지LV3
安原川,여지도서
安原社,호구총수
安古介,호구총수
安古介洞內,호구총수
安古里,호구총수
安味里,호구총수
安和,역지사지LV3
安和洞里,호구총수
安和面,호구총수
安嘉善里,호구총수
安圃洞,호구총수
安國,역지사지LV3
安國坊,호구총수
安國山,신증동국여지승람
安國洞,호구총수
安國洞契,호구총수
安國里,호구총수
安地里,호구총수
安坐岳,여지도서
安坐岳里,호구총수
安坪里,호구총수
安垈里,호구총수
安城,군현역원·역지사지LV3·특수구역
安城所,특수구역
安城洞里,호구총수
安城田西里,호구총수
安城里,호구총수
安城面,호구총수
安基,군현역원
安基村,호구총수
安基里,호구총수
安堰,군현역원
安壤,군현역원·역지사지LV3·특수구역
安壤鄕,특수구역
安壤面,호구총수
安壽,군현역원
安外,역지사지LV3
安大里,호구총수
安奇,군현역원
安奇里,호구총수
安好里,호구총수
安子山,호구총수
安定,군현역원·역지사지LV3
安定里,호구총수
安富,군현역원
安寧,역지사지LV3
安寧洞里,호구총수
安寧里,호구총수
安寧面,호구총수
安局洞,호구총수
安山,군현역원·역지사지LV3
安山洞,호구총수
安山里,호구총수
安岳,군현역원·역지사지LV3
安岳洞,호구총수
安峯里,호구총수
安峰村,호구총수
安峴里,호구총수
安島,여지도서·호구총수
安峽,군현역원·역지사지LV3
安巖洞契,호구총수
安川村,호구총수
安州,군현역원·역지사지LV3
安州里,호구총수
安巾里,호구총수
安幕谷,호구총수
安平,군현역원·역지사지LV3
安平山,여지도서
安平洞,호구총수
安平里,호구총수
安平面,호구총수
安平驛村,호구총수
安康,특수구역
安康縣,특수구역
安彦里,호구총수
安德,군현역원·역지사지LV3·특수구역
安德洞里,호구총수
安德縣,특수구역
安德西川,여지도서
安德里,호구총수
安心,역지사지LV3·특수구역
安心下里,호구총수
安心川,여지도서
安心所,특수구역
安心村,호구총수
安心洞,호구총수
安心洞里,호구총수
安心里,호구총수
安心面,호구총수
安戎,특수구역
安排嶺,여지도서
安昌,군현역원·역지사지LV3·특수구역
安昌島,신증동국여지승람·호구총수
安昌縣,특수구역
安昌面,호구총수
安是川里,호구총수
安時洞里,호구총수
安月里,호구총수
安望谷,호구총수
安村,호구총수
安東,군현역원·역지사지LV3
安東山里,호구총수
安東浦里,호구총수
安東里,호구총수
安林,군현역원·역지사지LV3
安林坊,호구총수
安林洞,호구총수
安林里,호구총수
安棲洞里,호구총수
安業,군현역원
安樂洞,호구총수
安樂洞里,호구총수
安樂里,호구총수
安正洞,호구총수
安氏里,호구총수
安民,군현역원
安民里,호구총수
安民院,군현역원
安水,역지사지LV3
安水洞,호구총수
安永洞,호구총수
安永里,호구총수
安波洞里,호구총수
安波里,호구총수
安泰,군현역원
安泰里,호구총수
安洞,군현역원
安洞村,호구총수
安洞東里,호구총수
安洞西里,호구총수
安洞里,호구총수
安淸,호구총수
安淸里,호구총수
安溪,군현역원·역지사지LV3
安溪里,호구총수
安澗里,호구총수
安營浦,여지도서
安琴里,호구총수
安由里,호구총수
安盤灘,여지도서
安眠,역지사지LV3
安眠串,신증동국여지승람
安眠所,특수구역
安眠里,호구총수
安眠面,호구총수
安知里,호구총수
安磵,군현역원·역지사지LV3
安磵里,호구총수
安禮洞里,호구총수
安竒,군현역원
安義,군현역원·역지사지LV3
安義里,호구총수
安義鎭,호구총수
安老,특수구역
安老廢縣,특수구역
安老村,호구총수
安興,군현역원·역지사지LV3
安興梁,신증동국여지승람
安興洞里,호구총수
安興部曲,특수구역
安興里,호구총수
安良,역지사지LV3
安良部曲,특수구역
安良里,호구총수
安茂谷里,호구총수
安衣谷,호구총수
安谷,군현역원·역지사지LV3
安谷三,역지사지LV3
安谷二,역지사지LV3
安谷坊,호구총수
安谷部曲,특수구역
安谷里,호구총수
安谷院,군현역원
安谷驛,호구총수
安豊,역지사지LV3
安豊里,호구총수
安貞縣,특수구역
安贊里,호구총수
安身,군현역원
安農,역지사지LV3
安迪村,호구총수
安逸王山,신증동국여지승람
安遂,군현역원
安道,역지사지LV3
安道面,호구총수
安邊,군현역원·역지사지LV3
安邑,특수구역
安邑村,호구총수
安邑縣,특수구역
安郊,군현역원
安都里山,여지도서
安里,호구총수
安金里,호구총수
安釜洞里,호구총수
安閑里,호구총수
安間,군현역원
安陰,군현역원
安陽川,여지도서
安陽洞,호구총수
安陽里,호구총수
安靈浦里,호구총수
安靜里,호구총수
安面,역지사지LV3
安頭堰里,호구총수
安風里,호구총수
安養,역지사지LV3
安養山,여지도서
安養里,호구총수
安驛里,호구총수
安骨鎭里,호구총수
安龍,역지사지LV3
安龍里,호구총수
宋串之里,호구총수
宋之淵,여지도서
宋五里,호구총수
宋令洞里,호구총수
宋儀洞里,호구총수
宋公村,호구총수
宋哥德里,호구총수
宋坪里,호구총수
宋垈里,호구총수
宋士里,호구총수
宋家澤,여지도서
宋寺里,호구총수
宋山所里,호구총수
宋池淵,호구총수
宋漢洞,호구총수
宋里,호구총수
完丁里,호구총수
完井里,호구총수
完亭里,호구총수
完匠洞,호구총수
完吉里,호구총수
完山,여지도서·역지사지LV3
完山面,호구총수
完巖里,호구총수
完洞里,호구총수
完田里,호구총수
完章洞,호구총수
完章里,호구총수
完里洞里,호구총수
宗化,역지사지LV3
宗化里,호구총수
宗北里,호구총수
宗南里,호구총수
宗坪里,호구총수
宗堂山,여지도서
宗安里,호구총수
宗山村,호구총수
宗山洞內,호구총수
宗川里,호구총수
宗廟,역지사지LV3
宗廟洞契,호구총수
宗德,역지사지LV3·특수구역
宗德莊,특수구역
宗德面,호구총수
宗排里,호구총수
宗敬里,호구총수
宗村里,호구총수
宗生里,호구총수
