name,출전
杜村,호구총수
杜村洞,호구총수
杜梅里,호구총수
杜母里,호구총수
杜洞里,호구총수
杜浦里,호구총수
杜牧里,호구총수
杜目洞,호구총수
杜舞里,호구총수
杜花里,호구총수
杜西里,호구총수
杜谷村,호구총수
杜谷里,호구총수
杜門洞,여지도서
杜門洞里,호구총수
杜門谷里,호구총수
杜門里,호구총수
杜陵,역지사지LV3
杜陵下里,호구총수
杜陵洞里,호구총수
杜陵里,호구총수
杜陽里,호구총수
杜霧洞里,호구총수
杜鳴里,호구총수
杞城,역지사지LV3
杞溪,역지사지LV3·특수구역
杞溪縣,특수구역
杞溪面,호구총수
束三洞,호구총수
束古川里,호구총수
束沙串里,호구총수
束沙東里,호구총수
束沙洞里,호구총수
束沙里,호구총수
束津里,호구총수
束溪里,호구총수
束草,역지사지LV3
束草洞里,호구총수
束草里,호구총수
束莎洞里,호구총수
束高山,여지도서
条里洞,역지사지LV3
杭佳山里,호구총수
杯川里,호구총수
杯方里,호구총수
杯洞,호구총수
東一導,역지사지LV3
東一運,역지사지LV3
東一道,역지사지LV3
東一面,호구총수
東三平,역지사지LV3
東三運,역지사지LV3
東三部,호구총수
東三里栗串,호구총수
東三面,호구총수
東上,역지사지LV3
東上洞里,호구총수
東上端,호구총수
東上里,호구총수
東上面,호구총수
東下,역지사지LV3
東下目里,호구총수
東下里,호구총수
東下面,호구총수
東世平里,호구총수
東中,역지사지LV3
東中里,호구총수
東中面,호구총수
東主峯,여지도서
東之山里,호구총수
東九山里,호구총수
東也里,호구총수
東二導,역지사지LV3
東二運,역지사지LV3
東二道,역지사지LV3
東二部,호구총수
東二面,호구총수
東五池里,호구총수
東井,역지사지LV3
東井坊,호구총수
東井村,호구총수
東井里,호구총수
東京渡,여지도서
東京里,호구총수
東亭,호구총수
東亭子,호구총수
東亭里,호구총수
東今里,호구총수
東令村,호구총수
東令里,호구총수
東伐桂里,호구총수
東伐里,호구총수
東佐里,호구총수
東作村,호구총수
東來院,군현역원
東信谷里,호구총수
東倉,역지사지LV3
東倉下大川,여지도서
東倉里,호구총수
東倉面,호구총수
東元,역지사지LV3
東元平,역지사지LV3
東元平社,호구총수
東元里,호구총수
東先,역지사지LV3
東先面,호구총수
東內,역지사지LV3
東內洞里,호구총수
東內蓮池里,호구총수
東內面,호구총수
東冷井里,호구총수
東加平,역지사지LV3
東加平社,호구총수
東助里,호구총수
東化,역지사지LV3
東化里,호구총수
東北洞,호구총수
東北面,호구총수
東原,역지사지LV3
東古三里,호구총수
東古介,호구총수
東古川,역지사지LV3
東古旨,호구총수
東台里,호구총수
東吾禮村,호구총수
東吾里,호구총수
東四面,호구총수
東圓,역지사지LV3
東圓面,호구총수
東土洞里,호구총수
東土里,호구총수
東地境里,호구총수
東地莊,호구총수
東坡,군현역원
東坡嶺,신증동국여지승람
東坡里,호구총수
東坪里,호구총수
東垈里,호구총수
東城川,여지도서
東城里,호구총수
東堂峰里,호구총수
東堂里,호구총수
東場里,호구총수
東大,역지사지LV3
東大公,역지사지LV3
東大公里,역지사지LV3
東大公里坊,호구총수
東大山,여지도서
東大川,여지도서
東太里,호구총수
東奄里,호구총수
東奈村,역지사지LV3
東奈村面,호구총수
東始,역지사지LV3
東子山,호구총수
東子院里,호구총수
東孟里,호구총수
東學內契,호구총수
東學洞,호구총수
東學洞契,호구총수
東學洞里,호구총수
東安,군현역원
東安津,여지도서
東安郡,특수구역
東安里,호구총수
東官廳,호구총수
東宣德,역지사지LV3
東少爲里,호구총수
東尾里,호구총수
東山,군현역원·여지도서·역지사지LV3·호구총수
東山內,호구총수
東山坊,호구총수
東山城,호구총수
東山外,역지사지LV3
東山外一作,역지사지LV3
東山外一作面,호구총수
東山外二作,역지사지LV3
東山外二作面,호구총수
東山峙里,호구총수
東山村,호구총수
東山村里,호구총수
東山案,호구총수
東山洞,호구총수
東山洞里,호구총수
東山浦,신증동국여지승람
東山色里,호구총수
東山里,호구총수
東山閭,호구총수
東山面,호구총수
東岐,역지사지LV3
東岐社,호구총수
東峯山,호구총수
東峯里,호구총수
東島,호구총수
東島里,호구총수
東崗洞,호구총수
東嶺村,호구총수
東嶺林里,호구총수
東嶺洞,호구총수
東嶺洞契,호구총수
東嶺洞里,호구총수
東嶺里,호구총수
東嶺面,호구총수
東巖,역지사지LV3
東巖里,호구총수
東川,신증동국여지승람·여지도서·역지사지LV3
東川里,호구총수
東州,군현역원·역지사지LV3
東州內,역지사지LV3
東州內面,호구총수
東州坊,호구총수
東巡里,호구총수
東巨次里,호구총수
東巨里,호구총수
東市巨里,호구총수
東帳藪,신증동국여지승람
東幕,호구총수
東幕村,호구총수
東幕洞,호구총수
東幕洞里,호구총수
東幕里,호구총수
東平,역지사지LV3·특수구역·호구총수
東平縣,특수구역
東平院,군현역원
東幸信里,호구총수
東床里,호구총수
東彌勒里,호구총수
東後,역지사지LV3
東後面,호구총수
東德里,호구총수
東忠里,호구총수
東所井,역지사지LV3
東所井面,호구총수
東所里,호구총수
東指院,군현역원
東掛津里,호구총수
東擊壤里,호구총수
東文里,호구총수
東斗村,역지사지LV3
東斗村面,호구총수
東新,역지사지LV3
東新里,호구총수
東方,호구총수
東方川,신증동국여지승람
東方村,호구총수
東方松里,호구총수
東方洞里,호구총수
東方浦,여지도서
東方里,호구총수
東日里,호구총수
東昇里,호구총수
東明,역지사지LV3
東明院里,호구총수
東月南,호구총수
東月谷里,호구총수
東村,역지사지LV3·호구총수
東村上里,호구총수
東村中里,호구총수
東村書院里,호구총수
東村里,호구총수
東村面,호구총수
東杻洞里,호구총수
東松,역지사지LV3
東松亭,호구총수
東松里,호구총수
東板井,호구총수
東林,역지사지LV3·호구총수
東林山,여지도서
東林洞里,호구총수
東林社,호구총수
東林里,호구총수
東柱峯,여지도서
東柴北谷面,호구총수
東楮山里,호구총수
東橋,호구총수
東橋里,호구총수
東檢,역지사지LV3
東每,역지사지LV3
東水洞,호구총수
東永登里,호구총수
東江,신증동국여지승람·여지도서·역지사지LV3
東江上里,호구총수
東江下里,호구총수
東江中里,호구총수
東江倉,역지사지LV3
東江倉坊,호구총수
東池,여지도서
東池浦村,호구총수
東沙里,호구총수
東泉里,호구총수
東法里,호구총수
東洛川,여지도서
東洛里,호구총수
東洞,호구총수
東洞內,호구총수
東洞灘里,호구총수
東洞里,호구총수
東津,신증동국여지승람·여지도서·역지사지LV3
東津里,호구총수
東津院,군현역원
東浦池,여지도서
東海,역지사지LV3
東海山,여지도서
東海幕里,호구총수
東海平里,호구총수
東海店里,호구총수
東海洞,호구총수
東海面,호구총수
東深山,신증동국여지승람
東湖,호구총수
東湖里,호구총수
東源里,호구총수
東溟,역지사지LV3
東溟社,호구총수
東溪,군현역원·역지사지LV3
東溪里,호구총수
東灘,역지사지LV3
東烘爐,역지사지LV3
東烘爐里,호구총수
東烘爐面,호구총수
東無等里,호구총수
東牌里,호구총수
東狐里,호구총수
東玉山,호구총수
東珍山里,호구총수
東瑞石,역지사지LV3
東瑞石面,호구총수
東甫靑,역지사지LV3
東田村,호구총수
東田里,호구총수
東登里,호구총수
東白峴,호구총수
東皐地,호구총수
東皐村,호구총수
東石川里,호구총수
東神里,호구총수
東福洞,호구총수
東禮村,호구총수
東立巖里,호구총수
東米里,호구총수
東終,역지사지LV3
東終面,호구총수
東縣內,역지사지LV3
東縣內面,호구총수
東義貴里,호구총수
東老洞里,호구총수
東耋,호구총수
東背谷,호구총수
東臣里,호구총수
東自逸里,호구총수
東臺里,호구총수
東興,역지사지LV3
東興村,호구총수
東興里,호구총수
東舊上里,호구총수
東良,역지사지LV3
東良洞,역지사지LV3
東良洞面,호구총수
東良谷,호구총수
東艾里,호구총수
東花山里,호구총수
東花村里,호구총수
東花洞,호구총수
東花洞里,호구총수
東芿島,호구총수
東草,역지사지LV3
東草里,호구총수
東華北里,호구총수
東華山南,호구총수
東華山里,호구총수
東華里,호구총수
東華院里,호구총수
東萊,군현역원·역지사지LV3
東萊院,군현역원
東蓮花,역지사지LV3
東蘆洞里,호구총수
東蘇峙里,호구총수
東虛門里,호구총수
東行廊契,호구총수
東衙村,호구총수
東西面,호구총수
東西面夫山里,호구총수
東觀正里,호구총수
東角,역지사지LV3
東言目,호구총수
東谷,역지사지LV3·호구총수
東谷村,호구총수
東谷里,호구총수
東豆山里,호구총수
東豊,역지사지LV3
東豊社,호구총수
東退湖,역지사지LV3
東退潮,역지사지LV3
東道,군현역원·역지사지LV3
東道洞里,호구총수
東道羅之里,호구총수
東道里,호구총수
東道院,호구총수
東道面,호구총수
東達田,호구총수
東邊,역지사지LV3·호구총수
東邊洞,호구총수
東邊里,호구총수
東邊面,호구총수
東邑,역지사지LV3·호구총수
東邑內,역지사지LV3·호구총수
東邑內面,호구총수
東邑里,호구총수
東郊,여지도서
東郡內,역지사지LV3
東部,역지사지LV3·호구총수
東部仁興,역지사지LV3
東部坊,호구총수
東部里,호구총수
東部面,호구총수
東酉村,호구총수
東里坊,호구총수
東里面,호구총수
東金剛山,여지도서
東金巖里,호구총수
東金鷄,호구총수
東鉢山,호구총수
東鉢里,호구총수
東錦山里,호구총수
東鎭里,호구총수
東長里,호구총수
東門下里,호구총수
東門中里,호구총수
東門內,호구총수
東門內路上一洞,호구총수
東門內路上二洞,호구총수
東門內路下一洞,호구총수
東門內路下二洞,호구총수
東門內里,호구총수
東門外,호구총수
東門外一洞,호구총수
東門外三洞,호구총수
東門外上里,호구총수
東門外下里,호구총수
東門外二洞,호구총수
東門外堂,호구총수
東門外契,호구총수
東門外村,호구총수
東門外里,호구총수
東門東里,호구총수
東門洞,호구총수
東門洞里,호구총수
東門西里,호구총수
東門里,호구총수
東閑峯里,호구총수
東院津,여지도서
東陽,역지사지LV3
東陽村,호구총수
東陽院,군현역원
東隅,역지사지LV3
東雙洞,호구총수
東雙里,호구총수
東雲,역지사지LV3
東雲田,역지사지LV3
東雲閭,호구총수
東面,역지사지LV3·호구총수
東面一導,역지사지LV3·호구총수
東面三所旨里,호구총수
東面上加南,호구총수
東面上大谷里,호구총수
東面下加南,호구총수
東面下大谷里,호구총수
東面乫田里,호구총수
東面二導,역지사지LV3·호구총수
東面加東,호구총수
東面加西,호구총수
東面古毛峴,호구총수
東面召古龍里,호구총수
東面坊,호구총수
東面城內里,호구총수
東面大站里,호구총수
東面奇禮坊里,호구총수
東面巨峙里,호구총수
東面景陽里,호구총수
東面東部,호구총수
東面東部坊,호구총수
東面正洞里,호구총수
東面泉谷里,호구총수
東面洛西里,호구총수
東面漁火里,호구총수
東面爾卞保里,호구총수
東面片坊里,호구총수
東面牛峙里,호구총수
東面田太里,호구총수
東面石保里,호구총수
東面石堤里,호구총수
東面禾谷里,호구총수
東面芝山里,호구총수
東面蛙只里,호구총수
東面道下,역지사지LV3
東面道下社,호구총수
東面里,호구총수
東面陰石,호구총수
東面馬池里,호구총수
東面黃界里,호구총수
東面黑石里,호구총수
東頭,역지사지LV3
東頭坊,호구총수
東頭渚,신증동국여지승람
東頭里,호구총수
東頭面,호구총수
東顧山,여지도서
東餘鼠島,여지도서
東館村,호구총수
東首村,호구총수
東馬,역지사지LV3
東高川,역지사지LV3
東高川社,호구총수
東高遷,역지사지LV3
東高開里,호구총수
東魯,역지사지LV3
東鳳里,호구총수
東鴨里,호구총수
東鶴里,호구총수
東麻洞,호구총수
東齋洞,호구총수
東龜巖,여지도서
杵澤里,호구총수
杵臼村,호구총수
杻上里,호구총수
杻令里,호구총수
杻內里,호구총수
杻城山,여지도서
杻場里,호구총수
杻山,특수구역
杻山堂,호구총수
杻山里,호구총수
杻峙里,호구총수
杻峴里,호구총수
杻嶺里,호구총수
杻村里,호구총수
杻東里,호구총수
杻洞,역지사지LV3
杻洞里,호구총수
杻浦,신증동국여지승람
杻田,역지사지LV3
杻田里,호구총수
杻西里,호구총수
杻谷,역지사지LV3
杻谷里,호구총수
杻項里,호구총수
松一里,호구총수
松丁村,호구총수
松丁里,호구총수
松三里,호구총수
松上,역지사지LV3
松上洞里,호구총수
松上里,호구총수
松下,역지사지LV3
松下里,호구총수
松丘,호구총수
松中里,호구총수
松串上里,호구총수
松串下里,호구총수
松串之,호구총수
松串里,호구총수
松乃村,호구총수
松五之里,호구총수
松五里,역지사지LV3·호구총수
松五里面,호구총수
松井村,호구총수
松井部曲,특수구역
松亭,역지사지LV3·호구총수
松亭坊,호구총수
松亭村,호구총수
松亭洞,호구총수
松亭里,호구총수
松亭閭,호구총수
松亭面,호구총수
松伐里,호구총수
松元堂,역지사지LV3
松元堂面,호구총수
松光,역지사지LV3
松內,역지사지LV3·호구총수
松內坊,호구총수
松內村,호구총수
松內里,호구총수
松內面,호구총수
松加里,호구총수
松北里,호구총수
松南,역지사지LV3
松南面,호구총수
松印巖里,호구총수
松原里,호구총수
松古介里,호구총수
松只川,신증동국여지승람
松只西里,호구총수
松吉坊,호구총수
松吉浦,여지도서
松坡,호구총수
松坡村,호구총수
松坡洞,호구총수
松坡里,호구총수
松坪中里,호구총수
松坪東上里,호구총수
松坪里,호구총수
松城里,호구총수
松基洞里,호구총수
松基里,호구총수
松堂,역지사지LV3
松堂上里,호구총수
松堂下里,호구총수
松堂中里,호구총수
松堂里,호구총수
松塘里,호구총수
松塢洞里,호구총수
松塢里,호구총수
松壇里,호구총수
松外里,호구총수
松如洞里,호구총수
松始,역지사지LV3
松安里,호구총수
松宗里,호구총수
松官山,여지도서
松家,역지사지LV3
松家島,신증동국여지승람
松家島里,호구총수
松山,신증동국여지승람·여지도서·역지사지LV3·호구총수
松山村,호구총수
松山洞,호구총수
松山洞里,호구총수
松山處,특수구역
松山里,호구총수
松山閭,호구총수
松山面,호구총수
松岩,역지사지LV3
松岳,세종실록지리지·여지도서·역지사지LV3
松岳山,여지도서
松岳里,호구총수
松岺里,호구총수
松峙,여지도서·호구총수
松峙村,호구총수
松峙里,호구총수
松峙院,군현역원
松峯里,호구총수
松峴,신증동국여지승람·여지도서·역지사지LV3·호구총수
松峴三里,호구총수
松峴四里,호구총수
松峴契,호구총수
松峴廢縣,특수구역
松峴村,호구총수
松峴洞,호구총수
松峴里,호구총수
松峴院,군현역원
松峴面,호구총수
松島,신증동국여지승람·여지도서·호구총수
松島里,호구총수
松崖里,호구총수
松嶺村,호구총수
松嶺洞,호구총수
松嶺里,호구총수
松嶽,여지도서·역지사지LV3
松巖,역지사지LV3·호구총수
松巖洞,호구총수
松巖里,호구총수
松巖面,호구총수
松川,여지도서·역지사지LV3·호구총수
松川上里,호구총수
松川下里,호구총수
松川村,호구총수
松川里,호구총수
松川閭,호구총수
松巨里,호구총수
松幕里,호구총수
松平里,호구총수
松庄,역지사지LV3
松庄面,호구총수
松廣,역지사지LV3
松廣山,신증동국여지승람
松廣面,호구총수
松德里,호구총수
松慈部曲,특수구역
松折院,군현역원
松方里,호구총수
松旨,역지사지LV3·특수구역
松旨始,역지사지LV3
松旨始面,호구총수
松旨村,호구총수
松旨終,역지사지LV3
松旨終面,호구총수
松旨部曲,특수구역
松旨里,호구총수
松會洞,호구총수
松會里,호구총수
松本里,호구총수
松村,호구총수
松村里,호구총수
松東里,호구총수
松林,역지사지LV3·특수구역·호구총수
松林坊,호구총수
松林山,여지도서
松林村,호구총수
松林洞,호구총수
松林部曲,특수구역
松林里,호구총수
松枝洞,호구총수
松枝洞里,호구총수
松枝谷,역지사지LV3
松枝谷面,호구총수
松樹洞,호구총수
松樹里,호구총수
松橋洞,호구총수
松汀,역지사지LV3
松汀村,호구총수
松汀里,호구총수
松汗里,호구총수
松江仇味里,호구총수
松江洞,호구총수
松江里,호구총수
松池,여지도서
松池浦,여지도서
松池筒,호구총수
松泉,역지사지LV3·호구총수
松泉坊,호구총수
松泉山,여지도서
松泉里,호구총수
松洞,여지도서·역지사지LV3
松洞嶺,신증동국여지승람
松洞里,호구총수
松洞面,호구총수
松津,여지도서
松浦,신증동국여지승람·역지사지LV3
松浦里,호구총수
松海,역지사지LV3
松淵里,호구총수
松湖亭,호구총수
松湖里,호구총수
松源,호구총수
松溪,신증동국여지승람·호구총수
松溪川,여지도서
松溪村,호구총수
松溪村里,호구총수
松溪洞,호구총수
松溪部曲,특수구역
松溪里,호구총수
松溪閭,호구총수
松溫洞,호구총수
松灘,호구총수
松灘里,호구총수
松灘院,군현역원
松炭,역지사지LV3
松烏村里,호구총수
松牙里,호구총수
松生廢縣,특수구역
松生里,호구총수
松田,여지도서·역지사지LV3
松田村,호구총수
松田洞,호구총수
松田里,호구총수
松田閭,호구총수
松田面,호구총수
松界村,호구총수
松界部曲,특수구역
松皐村,호구총수
松直里,호구총수
松眞山,여지도서
松眞洞里,호구총수
松眞浦里,호구총수
松石,역지사지LV3
松禾,군현역원·역지사지LV3
松端里,호구총수
松竹,역지사지LV3
松竹亭,호구총수
松竹村,역지사지LV3
松竹村面,호구총수
松竹洞,호구총수
松竹里,호구총수
松筒中一里,호구총수
松筒東一里,호구총수
松節里,호구총수
松終,역지사지LV3
松羅,군현역원·역지사지LV3
松羅亭,호구총수
松羅洞,역지사지LV3
松羅洞里,호구총수
松羅灘,신증동국여지승람·여지도서
松羅谷,호구총수
松羅谷里,호구총수
松羅里,호구총수
松老臺里,호구총수
松耳島,여지도서·호구총수
松臺山,여지도서
松臺村,호구총수
松臺里,호구총수
松興里,호구총수
松良里,호구총수
松花洞內,호구총수
松茸山,여지도서
松莊,역지사지LV3
松莊部曲,특수구역
松萬里,호구총수
松蘿,군현역원
松西,역지사지LV3
松西里,호구총수
松西面,호구총수
松谷,역지사지LV3·호구총수
松谷所,특수구역
松谷洞,호구총수
松谷鄕,특수구역
松谷里,호구총수
松谷面,호구총수
松賢里,호구총수
松蹄,군현역원
松蹄里,호구총수
松逢,역지사지LV3
松道,군현역원
松道里,호구총수
松邊廢縣,특수구역
松邊里,호구총수
松邑里,호구총수
松都,역지사지LV3
松里,역지사지LV3·호구총수
松里洞里,호구총수
松里面,호구총수
松長,역지사지LV3
松長面,호구총수
松門里,호구총수
松閒,군현역원
松間里,호구총수
松院,호구총수
松院里,호구총수
松陰,역지사지LV3
松陵里,호구총수
松隅里,호구총수
松雉洞里,호구총수
松雲洞,호구총수
松靑,역지사지LV3
松面,역지사지LV3·호구총수
松面下里,호구총수
松面中里,호구총수
松面坊,호구총수
松面坪里,호구총수
松面里,호구총수
松音里,호구총수
松館里,호구총수
松魚上里,호구총수
松魚下里,호구총수
松魚九未坊,호구총수
松鶴,역지사지LV3
松鶴亭里,호구총수
松鶴洞,호구총수
松鶴里,호구총수
板上,역지사지LV3
板下,역지사지LV3
板下川,여지도서
板乙浦,역지사지LV3
板乙浦岳,신증동국여지승람
板乙浦里,호구총수
板乙浦面,호구총수
板云之里,호구총수
板云里,호구총수
板井,호구총수
板井契,호구총수
板井里,호구총수
板北里,호구총수
板喬,역지사지LV3
板喬洞里,호구총수
板喬面,호구총수
板墻里,호구총수
板夜里,호구총수
板孔坊,호구총수
板它里,호구총수
板富,역지사지LV3
板尾里,호구총수
板山,역지사지LV3
板山里,호구총수
板山面,호구총수
板峙里,호구총수
板峴,신증동국여지승람
板巖里,호구총수
板幕山,여지도서
板幕峴,신증동국여지승람
板幕嶺,여지도서
板幕嶺院,군현역원
板幕川,신증동국여지승람
板幕洞,호구총수
板幕里,호구총수
板幕院,군현역원
板新村,호구총수
板方里,호구총수
板於里,호구총수
板村里,호구총수
板校里,호구총수
板梯,역지사지LV3
板梯面,호구총수
板橋,군현역원·역지사지LV3·호구총수
板橋二,역지사지LV3
板橋坊,호구총수
板橋川,여지도서
板橋村,호구총수
板橋村里,호구총수
板橋浦,여지도서
板橋藪,여지도서
板橋里,호구총수
板橋院,군현역원
板機里,호구총수
板洞里,호구총수
板浦,여지도서
板浦里,호구총수
板浮里,호구총수
板矣里,호구총수
板積川,여지도서
板積院,군현역원
板芚里,호구총수
板莊里,호구총수
板藪里,호구총수
板谷里,호구총수
板郞里,호구총수
板長,역지사지LV3
板長社,호구총수
板門里,호구총수
板院,호구총수
板院里,호구총수
板面,호구총수
板項里,호구총수
极番里,호구총수
枇仇味里,호구총수
枇峴,역지사지LV3
枇峴面,호구총수
枌社洞里,호구총수
枕溪里,호구총수
林上里,호구총수
林下洞,호구총수
林下里,호구총수
林中坊,호구총수
林中里,호구총수
林丹,군현역원
林丹里,호구총수
林亭,호구총수
林亭村,호구총수
林亭里,호구총수
林仙,호구총수
林信里,호구총수
林儀谷里,호구총수
林內里,호구총수
林原,군현역원·역지사지LV3
林原坊,호구총수
林只,역지사지LV3
林只刀部曲,특수구역
林只面,호구총수
林土鎭里,호구총수
林坡,역지사지LV3
林坡坊,호구총수
林城里,호구총수
林基里,호구총수
林堂里,호구총수
林堰部曲,특수구역
林塘里,호구총수
林子坡院,군현역원
林山里,호구총수
林川,역지사지LV3
林川里,호구총수
林己孫契,호구총수
林延世洞里,호구총수
林成里,호구총수
林方里,호구총수
林村,역지사지LV3·호구총수
林村里,호구총수
林村閭,호구총수
林村面,호구총수
林樹洞里,호구총수
林水里,호구총수
林泉,역지사지LV3
林泉山,신증동국여지승람
林泉洞,호구총수
林泉洞里,호구총수
林泉里,호구총수
林洞,호구총수
林洞里,호구총수
林浦里,호구총수
林溪,호구총수
林溪里,호구총수
林田里,호구총수
林畔,군현역원
林盛洞川,여지도서
林端里,호구총수
林花里,호구총수
林草里,호구총수
林草院,군현역원
林谷,역지사지LV3
林谷所,특수구역
林谷村,호구총수
林谷里,호구총수
林里,호구총수
林野,호구총수
林閑里,호구총수
林隱里,호구총수
林雲,군현역원
林魚水洞里,호구총수
果仁里,호구총수
果內,역지사지LV3
果內面,호구총수
果商山里,호구총수
果園村,호구총수
果外,역지사지LV3
果外面,호구총수
果安里,호구총수
果峙,호구총수
果川,군현역원·역지사지LV3
果州,군현역원
果木村,호구총수
果木里,호구총수
果海里,호구총수
果田洞,호구총수
果禮里,호구총수
果谷,역지사지LV3
果谷內,역지사지LV3
果谷外,역지사지LV3
果里,호구총수
果院村,호구총수
果雙洞上里,호구총수
果雙洞下里,호구총수
枝內,역지사지LV3
枝內村所,특수구역
枝內里,호구총수
枝內面,호구총수
枝北里,호구총수
枝大里,호구총수
枝峴,여지도서
枝川,역지사지LV3
枝底里,호구총수
枝村里,호구총수
枝橋村,호구총수
枝洞里,호구총수
枝灘里,호구총수
枝界里,호구총수
枝竹,역지사지LV3
枝竹面,호구총수
枝谷,역지사지LV3
枝谷里,호구총수
枝貢,역지사지LV3
枝貢里,호구총수
枯上里,호구총수
枯下里,호구총수
枯栢津里,호구총수
枳城,역지사지LV3
架山,여지도서·역지사지LV3
枾木岳,여지도서
柄山,여지도서
柄山里,호구총수
柄谷,군현역원·역지사지LV3
柄谷上里,호구총수
柄谷下里,호구총수
柄谷內里,호구총수
柄谷津,호구총수
柄谷浦,여지도서
柄谷陸里,호구총수
柄項村,호구총수
柉島,신증동국여지승람
柏吐,역지사지LV3
柏山,역지사지LV3
柏梁,역지사지LV3
柏洞,역지사지LV3
柏田,역지사지LV3
柏谷,역지사지LV3
某山里,호구총수
某老里,호구총수
柑山里,호구총수
柒井部曲,특수구역
柒加里,호구총수
柒木里,호구총수
柒枝洞,호구총수
柒洞,호구총수
柒洞村,호구총수
柒洞里,호구총수
柒浦,호구총수
柒浦里,호구총수
柒田里,호구총수
柒石,역지사지LV3
柔浦,역지사지LV3
柔谷里,호구총수
柔遠,역지사지LV3
柔遠面,호구총수
柔院,역지사지LV3
柔院鎭北,역지사지LV3
柔院鎭北面,호구총수
柔院鎭南,역지사지LV3
柔院鎭南面,호구총수
柔院鎭東,역지사지LV3
柔院鎭東面,호구총수
柔院鎭西,역지사지LV3
柔院鎭西面,호구총수
柗長,역지사지LV3
柚子亭里,호구총수
柚子洞,호구총수
柯亭,호구총수
柯亭上里,호구총수
柯亭中里,호구총수
柯亭子里,호구총수
柯亭子院,군현역원
柯亭里,호구총수
柯坪里,호구총수
柯山里,호구총수
柯川村,호구총수
柯木亭,호구총수
柯木亭里,호구총수
柯木洞里,호구총수
柯木里,호구총수
柯枝洞里,호구총수
柯樹,호구총수
柯樹院村,호구총수
柯橋里,호구총수
柯田村,호구총수
柯田里,호구총수
柯谷里,호구총수
柰城,특수구역
柰川,여지도서
柰川里,호구총수
柰洞,역지사지LV3
柰洞里,호구총수
柱潭里,호구총수
柱石,특수구역
柱石鄕,특수구역
柳䒭谷,역지사지LV3
柳上洞,호구총수
柳上里,호구총수
柳下,역지사지LV3
柳下村,호구총수
柳下洞,호구총수
柳下里,호구총수
柳中洞,호구총수
柳串里,호구총수
柳井里,호구총수
柳亭,호구총수
柳亭村,호구총수
柳亭里,호구총수
柳光里,호구총수
柳加,역지사지LV3
柳加面,호구총수
柳器匠,호구총수
柳器匠人里,호구총수
柳器匠村,호구총수
柳器匠里,호구총수
柳器店,호구총수
柳器店里,호구총수
柳器村,호구총수
柳器村里,호구총수
柳器洞,호구총수
柳器里,호구총수
柳土仇味里,호구총수
柳坪里,호구총수
柳垌洞,호구총수
柳垌里,호구총수
柳城洞峴中嶺,신증동국여지승람
柳堤里,호구총수
柳塘里,호구총수
柳大里,호구총수
柳尺里,호구총수
柳山所,호구총수
柳山洞,호구총수
柳山里,호구총수
柳岸洞,호구총수
柳峴,신증동국여지승람
柳島里,호구총수
柳川,역지사지LV3·호구총수
柳川洞,호구총수
柳川洞里,호구총수
柳川里,호구총수
柳川面,호구총수
柳店里,호구총수
柳德木里,호구총수
柳月峙里,호구총수
柳木,호구총수
柳木丁里,호구총수
柳木亭,호구총수
柳村,역지사지LV3·호구총수
柳村里,호구총수
柳村面,호구총수
柳東村,호구총수
柳林,역지사지LV3
柳林村,호구총수
柳林洞里,호구총수
柳林里,호구총수
柳枝洞里,호구총수
柳橋村,호구총수
柳橋里,호구총수
柳江里,호구총수
柳池洞,호구총수
柳泉洞,호구총수
柳洞,역지사지LV3·호구총수
柳洞坊,호구총수
柳洞里,호구총수
柳浦,신증동국여지승람·역지사지LV3
柳浦川,신증동국여지승람
柳浦里,호구총수
柳浦面,호구총수
柳溪,호구총수
柳溪里,호구총수
柳田村,호구총수
柳田洞里,호구총수
柳田灘,여지도서
柳田里,호구총수
柳笥里,호구총수
柳等,역지사지LV3
柳等也,역지사지LV3
柳等也里,호구총수
柳等也面,호구총수
柳等井里,호구총수
柳等坊,호구총수
柳等川,역지사지LV3
柳等川里,호구총수
柳等川面,호구총수
柳等所,특수구역
柳等村,역지사지LV3·특수구역·호구총수
柳等村坊,호구총수
柳等洞,역지사지LV3
柳等洞坊,호구총수
柳等洞里,호구총수
柳等浦,역지사지LV3
柳等谷,역지사지LV3
柳等谷里,호구총수
柳等谷面,호구총수
柳等里,호구총수
柳等面,호구총수
柳筒里,호구총수
柳花堂里,호구총수
柳谷,역지사지LV3
柳谷村,호구총수
柳谷里,호구총수
柳野,역지사지LV3
柳陰里,호구총수
柳驛里,호구총수
柴倪味里,호구총수
柴北,역지사지LV3
柴北谷,역지사지LV3
柴寺,호구총수
柴工洞,호구총수
柴榮村,호구총수
柴洞,호구총수
柴田里,호구총수
柴甲洞里,호구총수
柴芚,역지사지LV3
柴花山,호구총수
柴谷里,호구총수
柴足,역지사지LV3
柴足坊,호구총수
柴門城,호구총수
柴陽里,호구총수
査五倫,호구총수
査村,역지사지LV3
柿井里,호구총수
柿亭村,호구총수
柿嶺,여지도서
柿嶺山,여지도서
柿巖里,호구총수
柿木,호구총수
柿木亭,호구총수
柿木村,호구총수
柿木洞,호구총수
柿木洞里,호구총수
柿木里,호구총수
柿洞里,호구총수
柿田里,호구총수
柿谷,호구총수
柿谷里,호구총수
栍伊,역지사지LV3
栍伊坊,호구총수
栍川,여지도서·역지사지LV3
栍川里,호구총수
栍洞川,신증동국여지승람
栍谷,군현역원
栖雲山,신증동국여지승람
栗上里,호구총수
